Mascot_ID,name,team,date_unveiled,mhof_nominated_year,mhof_inducted_date,history,student_pro,image_file,image_url,character_type,maker,variety,sub_variety,current_character,selection_process,performer_type,year_retired,website
1033,Griz,1315,,,,,0,C:\MHOF\DIV-III\Heartland\griz.jpg,,1,,5,,1,,,,
1034,The Panther,1316,,,,,0,C:\MHOF\DIV-III\Heartland\hanover.jpg,,1,,6,2,1,,,,
1035,Manny The Spartan,1317,,,,,0,C:\MHOF\DIV-III\Heartland\manny.jpg,,3,,3,,1,,,,
1036,The Lion,1318,,,,,0,C:\MHOF\DIV-III\Heartland\joe_lion.jpg,,1,,6,3,1,,,,
1037,Rosie the Elephant,1319,,,,,0,C:\MHOF\DIV-III\Heartland\rosie.jpg,,1,,12,,1,,,,
1038,NO MASCOT,1320,,,,,0,C:\MHOF\DIV-III\Heartland\raf.png,http://www.transy.edu/newsroom/mascot,5,,,,1,,,,
1039,Buford T. Beaver,1321,,,,,0,C:\MHOF\DIV-III\Iowa\buford.jpg,http://www.bvu.edu/bv/family-association/buford-beaver.dot,1,,23,,1,,,,
1040,Big Red,1322,,,,,0,C:\MHOF\DIV-III\Iowa\bigred.jpg,http://www.pellachronicle.com/news/central-college-has-new-mascot/article_f43bbed4-690f-11e5-95dd-97438c55ed56.html,1,,7,,1,,,,
1041,Charlie Kohawk,1323,,,,,0,C:\MHOF\DIV-III\Iowa\charlie.jpg,http://www.coeathletics.com/featuredAthlete/3.php,1,,10,24,1,,,,
1042,Sparty,1324,,,,,0,C:\MHOF\DIV-III\Iowa\sparty.jpg,,3,,3,,1,,,,
1043,Dewey the Duhawk,1325,,,,,0,C:\MHOF\DIV-III\Iowa\loras.jpg,,1,,10,24,1,,,,
1044,The Norse,1326,,,,,0,C:\MHOF\DIV-III\Iowa\norse.jpg,,3,,3,,1,,,,
1045,The Prairie Wolf,1327,,,,,0,C:\MHOF\DIV-III\Iowa\nwu.jpg,,1,,17,,1,,,,
1046,NO MASCOT,1328,,,,,0,C:\MHOF\DIV-III\Iowa\storm.jpg,,5,,,,1,,,,
1047,Sir Victor,1329,,,,,0,C:\MHOF\DIV-III\Iowa\victor.jpg,,3,,3,,1,,,,
1048,Red the Cardinal,1330,,,,,0,C:\MHOF\DIV-III\Landmark\red.png,,1,,10,21,1,,,,
1049,The Ranger Bear,1331,,,,,0,C:\MHOF\DIV-III\Landmark\drew.jpg,,1,,5,,1,,,,
1050,The Blue Jay,1332,,,,,0,C:\MHOF\DIV-III\Landmark\bluejay.jpg,,1,,10,22,1,,,,
1051,Rowdy the Gopher,1333,,,,,0,C:\MHOF\DIV-III\Landmark\rowdy.jpg,,1,,23,,1,,,,
1052,Juniata Eagle,1334,,,,,0,C:\MHOF\DIV-III\Landmark\juanita.jpg,,1,,10,23,1,,,,
1053,Amos the Greyhound,1335,,,,,0,C:\MHOF\DIV-III\Landmark\grayhound.jpg,,1,,2,,1,,,,
1054,Benny the Hawk,1336,,,,,0,C:\MHOF\DIV-III\Landmark\benny.jpg,,1,,10,24,1,,,,
1055,Iggy the Royal Wolf,1337,,,,,0,C:\MHOF\DIV-III\Landmark\iggy.jpg,,1,,17,,1,,,,
1056,NO MASCOT,1338,,,,,0,C:\MHOF\DIV-III\Liberty\bard.jpg,,5,,,,1,,,,
1057,The Golden Knight,1339,,,,,0,C:\MHOF\DIV-III\Liberty\clarkson.jpg,,3,,3,,1,,,,
1058,Bart the Statesman,1340,,,,,0,C:\MHOF\DIV-III\Liberty\bart.jpg,,3,,3,,1,,,,
1059,NO MASCOT,1341,,,,,0,C:\MHOF\DIV-III\Liberty\ithaca.jpg,,5,,,,1,,,,
1060,Puckman & The Red Hawk,1342,,,,,0,C:\MHOF\DIV-III\Liberty\rpi.jpg,,1,,7,,1,,,,
1061,RITchie the Tiger,1343,,,,,0,C:\MHOF\DIV-III\Liberty\rit.jpeg,,1,,6,1,1,,,,
1062,Rocky the Yellowjacket,1344,,,,,0,C:\MHOF\DIV-III\Liberty\rochester.jpg,,1,,15,,1,,,,
1063,NO MASCOT,1345,,,,,0,C:\MHOF\DIV-III\Liberty\saints.jpg,,5,,,,1,,,,
1064,Skids,1346,01-Jan-81,,,"Representing the heart and soul of the Skidmore College Thoroughbreds since 1981, Skids can be seen cheering and rooting on fellow T-Breds at various sporting events throughout the year. The thoroughbred is also an ode to the historic Saratoga Race Course in Saratoga Springs, NY.  Be sure to follow all of Skids' shenanigans on FB, IG, and twitter at @SkidmoreSkids",0,C:\MHOF\DIV-III\Liberty\horse.jpg,,1,24,1,,1,Job Listing,,,
1065,The Dutchmen,1347,,,,,0,C:\MHOF\DIV-III\Liberty\union.jpg,,3,,3,,1,,,,
1066,The Brewer,1348,,,,,0,C:\MHOF\DIV-III\Liberty\keg.jpeg,,1,,7,,1,,,,
1067,NO MASCOT,1349,,,,,0,C:\MHOF\DIV-III\Liberty\herons.png,,5,,,,1,,,,
1068,Willi the Warrior,1350,,,,,0,C:\MHOF\DIV-III\Little East\knight.jpg,,3,,3,,1,,,,
1069,The Owl,1351,,,,,0,C:\MHOF\DIV-III\Little East\owl.jpg,,1,,10,41,1,,,,
1070,Pemi The Panther,1352,,,,,0,C:\MHOF\DIV-III\Little East\plymouth.jpg,,1,,6,2,1,,,,
1071,The Anchorman,1353,,,,,0,C:\MHOF\DIV-III\Little East\anchorman.jpg,,3,,3,,1,,,,
1072,Bobby the Beacon,1354,,,,,0,C:\MHOF\DIV-III\Little East\beacon.jpg,,1,,7,,1,,,,
1073,Arnie the Corsair,1355,,,,,0,C:\MHOF\DIV-III\Little East\arnie.jpg,,3,,3,,1,,,,
1074,Siberian Husky,1356,,,,,0,C:\MHOF\DIV-III\Little East\husky2.jpg,,1,,2,,1,,,,
1075,Colonial Chuck,1357,,,,,0,C:\MHOF\DIV-III\Little East\chuck.jpg,,3,,3,,1,,,,
1076,Bridgewater Bear,1358,,,,,0,C:\MHOF\DIV-III\Mass\bridgewater.jpg,,1,,5,,1,,,,
1077,Freddy The Falcon,1359,,,,,0,C:\MHOF\DIV-III\Mass\fitchburg.jpg,,1,,10,28,1,,,,
1078,The Framingham Ram,1360,,,,,0,C:\MHOF\DIV-III\Mass\Framingham.jpg,,1,,14,,1,,,,
1079,Trailblazer,1361,,,,,0,C:\MHOF\DIV-III\Mass\mcla.jpg,http://athletics.mcla.edu/information/mascot/history,1,,6,,1,,,,
1080,NO MASCOT,1362,,,,,0,C:\MHOF\DIV-III\Mass\Maritime.jpg,,5,,,,1,,,,
1081,The Vikings,1363,,,,,0,C:\MHOF\DIV-III\Mass\SalemState.jpg,,3,,3,,1,,,,
1082,Nestor,1364,,,,,0,C:\MHOF\DIV-III\Mass\nestor.jpg,,1,,10,41,1,,,,
1083,Chandler H. Lancer,1365,,,,,0,C:\MHOF\DIV-III\Mass\chandler.jpg,,3,,3,,1,,,,
1084,Bruiser the Bulldog,1366,,,,,0,C:\MHOF\DIV-III\Michigan\bruiser.jpg,,1,,2,,1,,,,
1085,NO MASCOT,2,,,,,0,C:\MHOF\MLB Images\yankees.jpg,,5,,,,1,,,,
1086,NO MASCOT,12,,,,,0,C:\MHOF\MLB Images\angels.png,,5,,,,1,,,,
1087,NO MASCOT,26,,,,,0,C:\MHOF\MLB Images\dodgers.jpg,,5,,,,1,,,,
1088,NO MASCOT,33,,,,,0,c:\mhof\nba images\nets.png,,5,,,,1,,,,
1089,NO MASCOT,41,,,,,0,c:\mhof\nba images\goldenstate.jpg,,5,,,,1,,,,
1090,NO MASCOT,44,,,,,0,c:\mhof\nba images\lakers.png,,5,,,,1,,,,
1091,NO MASCOT,50,,,,,0,c:\mhof\nba images\knicks.jpg,,5,,,,1,,,,
1092,NO MASCOT,73,,,,,0,c:\MHOF\NFL Images\jets.jpg,,5,,,,1,,,,
1093,NO MASCOT,83,,,,,0,c:\MHOF\NFL Images\packers.png,,5,,,,1,,,,
1094,NO MASCOT,87,,,,,0,c:\MHOF\NFL Images\NYGiants.png,,5,,,,1,,,,
1095,NO MASCOT,92,,,,,0,c:\MHOF\NFL Images\redskins.png,,5,,,,1,,,,
1096,Mr. Commodore,103,,,,,0,c:\mhof\DIV-I\sec images\commodore.jpg,,3,,3,,1,,,,
1097,Mike the Tiger,104,,,,,0,c:\mhof\DIV-I\sec images\mike_VI.jpg,,2,,6,1,1,Tryout,,,
1098,Reveille,107,,,,,0,c:\mhof\DIV-I\sec images\texam.jpg,,2,,2,,1,,,,
1099,Osceola and Renegade,110,,,,,0,C:\MHOF\DIV-I\ACC Images\fsu.jpg,,2,,1,,1,,,,
1100,Mr. Wuf,112,,,,,0,C:\MHOF\DIV-I\ACC Images\mrwuf.jpg,,1,,17,,1,,,,
1101,The Blue Devil,116,,,,,0,C:\MHOF\DIV-I\ACC Images\duke.jpg,http://www.goduke.com/ViewArticle.dbml?&DB_OEM_ID=4200&ATCLID=242333,3,,24,,1,,,,
1102,NO MASCOT,143,,,,,0,c:\mhof\nhl images\redwings.jpg,,5,,,,1,,,,
1103,NO MASCOT,153,,,,,0,c:\mhof\nhl images\rangers.png,,5,,,,1,,,,
1104,Gritty,154,24-Sep-18,,,,0,c:\mhof\nhl images\gritty.jpg,https://www.nhl.com/flyers/fans/gritty,1,1,7,,1,,,,
1105,NO MASCOT,172,,,,,0,c:\mhof\DIV-I\Big 10 Images\iu.png,,5,,,,1,,,,
1106,The Scarlet Knight,175,,,,,0,c:\mhof\DIV-I\Big 10 Images\rut.jpg,,3,,3,,1,,,,
1107,Lou the Flying Illini,176,,,,,0,c:\mhof\DIV-I\Big 10 Images\lou.jpg,,1,,10,,1,,,,
1108,NO MASCOT,181,,,,,0,c:\mhof\DIV-I\Big 10 Images\bigblue.jpg,,5,,,,1,,,,
1109,Buddy Bat,194,,,,,0,C:\MHOF\milb\International League\buddy.png,,1,,10,49,1,,,,
1110,NO MASCOT,374,,,,,0,C:\MHOF\NAIA\American MidWest\centbaptist.png,,5,,,,1,,,,
1111,Scooter the Cougar,375,,,,,0,C:\MHOF\NAIA\American MidWest\columbia.jpeg,,1,,6,11,1,,,,
1112,The Lion,376,,,,,0,C:\MHOF\NAIA\American MidWest\freed.jpg,,1,,6,3,1,,,,
1113,NO MASCOT,377,,,,,0,C:\MHOF\NAIA\American MidWest\hannibal.jpg,,5,,,,1,,,,
1114,NO MASCOT,378,,,,,0,C:\MHOF\NAIA\American MidWest\harris-stowe.jpg,,5,,,,1,,,,
1115,The Lynx,379,,,,,0,C:\MHOF\NAIA\American MidWest\Lindenwood.jpg,,1,,6,10,1,,,,
1116,Angus,380,,,,,0,C:\MHOF\NAIA\American MidWest\lyon.jpg,,3,,3,,1,,,,
1117,Spartacus,381,,,,,0,C:\MHOF\NAIA\American MidWest\missouri.jpg,,3,,3,,1,,,,
1118,Sir George,382,,,,,0,C:\MHOF\NAIA\American MidWest\Park.jpg,,3,,3,,1,,,,
1119,Eutectic system,383,,,,,0,C:\MHOF\NAIA\American MidWest\Eutectic.jpg,,3,,3,,1,,,,
1120,NO MASCOT,384,,,,,0,C:\MHOF\NAIA\American MidWest\Stephens.jpg,,5,,,,1,,,,
1121,Screech the Owl,385,,,,,0,C:\MHOF\NAIA\American MidWest\wwu.jpg,,1,,10,41,1,,,,
1122,Eggbert the Eagle,386,,,,,0,C:\MHOF\NAIA\American MidWest\eggbert.jpg,,1,,10,23,1,,,,
1123,NO MASCOT,387,,,,,0,C:\MHOF\NAIA\Appalachian\allen.png,,5,,,,1,,,,
1124,Victor E. Ram,388,,,,,0,C:\MHOF\NAIA\Appalachian\bluefield.jpg,http://bcrams.com/news/2013/9/18/FB_0918132936.aspx?path=football,1,,14,,1,,,,
1125,The Brenau Golden Tiger,389,,,,,0,C:\MHOF\NAIA\Appalachian\Brenau.jpg,,1,,6,1,1,,,,
1126,Leo,390,,,,,0,C:\MHOF\NAIA\Appalachian\bryan.jpg,http://www.bryanlions.com/article/2618.php,1,,6,3,1,,,,
1127,The Fighting Koala,391,,,,,0,C:\MHOF\NAIA\Appalachian\koala.jpg,,1,,27,,1,,,,
1128,Brutus,392,,,,,0,C:\MHOF\NAIA\Appalachian\Milligan.jpg,http://milliganbuffs.com/news/2017/2/28/general-vote-for-brutus-today.aspx,1,,16,,1,,,,
1129,NO MASCOT,393,,,,,0,C:\MHOF\NAIA\Appalachian\Montreat.png,,5,,,,1,,,,
1130,NO MASCOT,394,,,,,0,C:\MHOF\NAIA\Appalachian\point.png,,5,,,,1,,,,
1131,"SOAR, the Eagle",395,,,,,0,C:\MHOF\NAIA\Appalachian\reinhart.jpg,,1,,10,23,1,,,,
1132,NO MASCOT,396,,,,,0,C:\MHOF\NAIA\Appalachian\andrews.jpg,,5,,,,1,,,,
1133,Art the Bee,397,,,,,0,C:\MHOF\NAIA\Appalachian\art.jpg,,1,,15,,1,,,,
1134,Wesley Bulldog,398,,,,,0,C:\MHOF\NAIA\Appalachian\wesley.jpg,,1,,2,,1,,,,
1135,NO MASCOT,399,,,,,0,C:\MHOF\NAIA\Appalachian\Truett.png,,5,,,,1,,,,
1136,Buster,400,,,,,0,C:\MHOF\NAIA\Appalachian\buster.jpg,,1,,2,,1,,,,
1137,NO MASCOT,588,,,,,0,C:\MHOF\NAIA\Kansas\swedes.jpg,,5,,,,1,,,,
1138,NO MASCOT,589,,,,,0,C:\MHOF\NAIA\Kansas\bethel.png,,5,,,,1,,,,
1139,Freddy the Falcon,590,,,,,0,C:\MHOF\NAIA\Kansas\friends.jpg,,1,,10,28,1,,,,
1140,Casey,591,,,,,0,C:\MHOF\NAIA\Kansas\kwu.jpg,,1,,2,,1,,,,
1141,NO MASCOT,592,,,,,0,C:\MHOF\NAIA\Kansas\McPherson.jpg,,5,,,,1,,,,
1142,NO MASCOT,593,,,,,0,C:\MHOF\NAIA\Kansas\Wesleyan.jpg,,5,,,,1,,,,
1143,The Ottawa Brave Mascot,594,,,,,0,C:\MHOF\NAIA\Kansas\Ottawa.jpg,,1,,23,,1,,,,
1144,Spiro the Dragon,595,,,,,0,C:\MHOF\NAIA\Kansas\stmarys.jpg,,1,,18,,1,,,,
1145,The Jinx,596,,,,,0,C:\MHOF\NAIA\Kansas\jinx.jpg,,1,,6,,1,,,,
1146,NO MASCOT,597,,,,,0,C:\MHOF\NAIA\Kansas\sterling.png,,5,,,,1,,,,
1147,The Tabor Bluejay,598,,,,,0,C:\MHOF\NAIA\Kansas\tabor.jpg,,1,,10,22,1,,,,
1148,NO MASCOT,599,,,,,0,C:\MHOF\NAIA\Kansas\york.jpg,,5,,,,1,,,,
1149,The Campbellsville Tiger,600,,,,,0,C:\MHOF\NAIA\Mid-South\tiger.jpg,,1,,6,1,1,,,,
1150,NO MASCOT,601,,,,,0,C:\MHOF\NAIA\Mid-South\phoenix.jpg,,5,,,,1,,,,
1151,The Patriot,602,,,,,0,C:\MHOF\NAIA\Mid-South\cumberlands.jpg,,3,,3,,1,,,,
1152,The Georgetown College Tiger,603,,,,,0,C:\MHOF\NAIA\Mid-South\Georgetown.jpg,,1,,6,1,1,,,,
1153,Life Eagle,604,,,,,0,C:\MHOF\NAIA\Mid-South\life.jpg,,1,,10,23,1,,,,
1154,Blue Raider Bob,605,,,,,0,C:\MHOF\NAIA\Mid-South\bob.jpg,,3,,3,,1,,,,
1155,Pikey,606,,,,,0,C:\MHOF\NAIA\Mid-South\pikey.jpg,,1,,5,,1,,,,
1156,Shawn E. Bear,607,,,,,0,C:\MHOF\NAIA\Mid-South\shawnee.jpg,,1,4,5,,1,,,,
1157,Nelson the St. Bernard,608,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\nelson.jpg,,1,,2,,1,,,,
1158,Corky,609,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\Concordia.jpg,,1,,10,21,1,,,,
1159,Rocky,610,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\rocky.jpg,,1,,10,23,1,,,,
1160,Maximus the Warrior,611,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\iit.png,,3,,3,,1,,,,
1161,Blue Lawrence,612,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\ltu.jpg,,3,,3,,1,,,,
1162,Gubi,613,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\Gubi.jpg,,1,,17,,1,,,,
1163,Cruzer,614,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\Madonna.jpg,,3,,3,,1,,,,
1164,NO MASCOT,615,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\dearborn.gif,,5,,,,1,,,,
1165,Torque,616,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\Torque.jpg,,3,,3,,1,,,,
1166,NO MASCOT,617,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\Rochester.png,,5,,,,1,,,,
1167,Halo the Husky,618,,,,,0,C:\MHOF\NAIA\Wolverine–Hoosier\halo.jpg,,1,,2,,1,,,,
1168,Jax the Gyrene,619,,,,,0,C:\MHOF\NAIA\Sun\Jax.jpg,,1,,2,,1,,,,
1169,Captain Jack,620,,,,,0,C:\MHOF\NAIA\Sun\mariner.jpg,https://thebrunswicknews.com/sports/local_sports/official-mascot-revealed-at-coastal-georgia-homecoming/image_b895d6e1-a729-5826-b650-b85b201fe828.html,3,5,3,,1,,,,
1170,NO MASCOT,621,,,,,0,C:\MHOF\NAIA\Sun\fmu.jpg,,5,,,,1,,,,
1171,Wildcat Willie,622,,,,,0,C:\MHOF\NAIA\Sun\jandw.jpg,,1,,6,8,1,,,,
1172,The Keiser Seahawk,623,,,,,0,C:\MHOF\NAIA\Sun\Keiser.jpg,,1,,10,24,1,,,,
1173,Tommie the Tomcat,624,,,,,0,C:\MHOF\NAIA\Sun\stthomas.jpg,https://www.stthomas.edu/campuslife/campusspirit/tommiemascot/,1,,6,4,1,,,,
1174,Art the Bee,625,,,,,0,C:\MHOF\NAIA\Sun\bee.jpg,,1,,15,,1,,,,
1176,Finnegan,627,,,,,0,C:\MHOF\NAIA\Sun\shark.jpg,,1,,11,,1,,,,
1177,Scorch,628,,,,,0,C:\MHOF\NAIA\Sun\Scorch.jpg,http://www.peteearley.com/2014/08/25/florida-college-renames-mascot-emails/,3,,3,,1,,,,
1178,NO MASCOT,629,,,,,0,C:\MHOF\NAIA\Sun\NightHawks.jpg,,5,,,,1,,,,
1179,Duke,630,,,,,0,C:\MHOF\NAIA\Sun\Warner.jpg,,1,,6,3,1,,,,
1180,NO MASCOT,631,,,,,0,C:\MHOF\NAIA\Sun\webber.jpg,,5,,,,1,,,,
1181,Roy the Lion,632,,,,,0,C:\MHOF\NAIA\Southern States\bethel.jpg,,1,10,6,8,1,,,,
1182,NO MASCOT,633,,,,,0,C:\MHOF\NAIA\Southern States\toppers.jpg,,5,,,,1,,,,
1183,The Baron,634,,,,,0,C:\MHOF\NAIA\Southern States\the baron.jpg,,4,,3,,1,,,,
1184,RAGE The Roadrunner,635,,,,,0,C:\MHOF\NAIA\Southern States\Dalton.jpg,,1,,10,40,1,,,,
1185,The Faulkner Eagle,636,,,,,0,C:\MHOF\NAIA\Southern States\Faulkner.jpg,,1,,10,23,1,,,,
1186,Havoc,637,,,,,0,C:\MHOF\NAIA\Southern States\Havoc.jpg,,1,,17,,1,,,,
1187,NO MASCOT,638,,,,,0,C:\MHOF\NAIA\Southern States\redhawks.jpg,,5,,,,1,,,,
1188,Duke,639,,,,,0,C:\MHOF\NAIA\Southern States\knight.jpg,,3,,3,,1,,,,
1189,Mac the Ram,640,,,,,0,C:\MHOF\NAIA\Southern States\mac the ram.jpeg,,1,,14,,1,,,,
1190,NO MASCOT,641,,,,,0,C:\MHOF\NAIA\Southern States\william.jpg,,5,,,,1,,,,
1191,NO MASCOT,642,,,,,0,C:\MHOF\NAIA\Sooner\Bacone.png,,5,,,,1,,,,
1192,NO MASCOT,643,,,,,0,C:\MHOF\NAIA\Sooner\ccc.jpg,,5,,,,1,,,,
1193,John Brown Eagles,644,,,,,0,C:\MHOF\NAIA\Sooner\jbu.jpg,,6,,,,1,,,,
1194,NO MASCOT,645,,,,,0,C:\MHOF\NAIA\Sooner\Mid-America.jpg,,5,,,,1,,,,
1195,Starsky the Ram,646,,,,,0,C:\MHOF\NAIA\Sooner\Starsky.jpg,,1,,14,,1,,,,
1196,The Aggies,647,,,,,0,C:\MHOF\NAIA\Sooner\panhandle.jpg,,4,,3,,1,,,,
1197,Dusty,648,,,,,0,C:\MHOF\NAIA\Sooner\dusty.jpg,,3,,3,,1,,,,
1198,Judah the Lion,649,,,,,0,C:\MHOF\NAIA\Sooner\sagu.jpg,,1,,6,3,1,,,,
1199,NO MASCOT,650,,,,,0,C:\MHOF\NAIA\Sooner\swc.jpg,,5,,,,1,,,,
1200,Willie and Wilamae,651,,,,,0,C:\MHOF\NAIA\Sooner\TexasWesleyan.jpg,http://www.ramsports.net/sports/2016/3/7/texas-wesleyan-mascots.aspx,6,,,,1,,,,
1201,Pioneer Pete,652,,,,,0,C:\MHOF\NAIA\Sooner\wayland.jpg,,3,,3,,1,,,,
1202,The Alice Lloyd Eagle,653,,,,,0,C:\MHOF\NAIA\River States\AliceLloyd.jpg,,1,,10,23,1,,,,
1203,The Asbury Eagle,654,,,,,0,C:\MHOF\NAIA\River States\Asbury.jpg,,1,,10,23,1,,,,
1204,Barney the Bearcat,655,,,,,0,C:\MHOF\NAIA\River States\Barney.jpg,,1,,6,12,1,,,,
1205,Shammie,656,,,,,0,C:\MHOF\NAIA\River States\Shammie.jpg,,1,,7,,1,,,,
1206,NO MASCOT,657,,,,,0,C:\MHOF\NAIA\River States\ccu.png,,5,,,,1,,,,
1207,Rufus the Red Wolf,658,,,,,0,C:\MHOF\NAIA\River States\rufus.jpg,,1,,17,,1,,,,
1208,Kingston Cougar,659,,,,,0,C:\MHOF\NAIA\River States\cougar.jpg,,1,,6,11,1,,,,
1209,Gus the Grenadier,660,,,,,0,C:\MHOF\NAIA\River States\gus.jpg,,3,4,3,,1,,,,
1210,Midway Eagle,661,,,,,0,C:\MHOF\NAIA\River States\midway.jpg,,1,,10,23,1,,,,
1211,NO MASCOT,662,,,,,0,C:\MHOF\NAIA\River States\OhioChristianUniversity.png,,5,,,,1,,,,
1212,Point Park Bison,663,,,,,0,C:\MHOF\NAIA\River States\Pointpark.jpeg,,1,,16,,1,,,,
1213,NO MASCOT,664,,,,,0,C:\MHOF\NAIA\River States\redstorm.png,,5,,,,1,,,,
1214,Monty,665,,,,,0,C:\MHOF\NAIA\River States\monty.jpg,,1,,5,,1,,,,
1215,NO MASCOT,666,,,,,0,C:\MHOF\NAIA\Red River\htu.jpg,,5,,,,1,,,,
1216,jaX the Jaguar,667,,,,,0,C:\MHOF\NAIA\Red River\jax.jpg,,1,,6,6,1,,,,
1217,NO MASCOT,668,,,,,0,C:\MHOF\NAIA\Red River\jarvis.png,,5,,,,1,,,,
1218,NO MASCOT,669,,,,,0,C:\MHOF\NAIA\Red River\langston.png,,5,,,,1,,,,
1219,NO MASCOT,670,,,,,0,C:\MHOF\NAIA\Red River\lsua.jpg,,5,,,,1,,,,
1220,Pete the Pilot,671,,,,,0,C:\MHOF\NAIA\Red River\pete.jpg,,1,7,10,26,1,,,,
1221,NO MASCOT,672,,,,,0,C:\MHOF\NAIA\Red River\lakes.jpg,,5,,,,1,,,,
1222,NO MASCOT,673,,,,,0,C:\MHOF\NAIA\Red River\paulquinn.gif,,5,,,,1,,,,
1223,The St. Thomas Lion,674,,,,,0,C:\MHOF\NAIA\Red River\celts.jpg,,1,,6,3,1,,,,
1224,NO MASCOT,675,,,,,0,C:\MHOF\NAIA\Red River\usw_2.jpg,,5,,,,1,,,,
1225,NO MASCOT,676,,,,,0,C:\MHOF\NAIA\Red River\texas.jpg,,5,,,,1,,,,
1226,Ace the Eagle,677,,,,,0,C:\MHOF\NAIA\Red River\ace.jpg,,1,,10,23,1,,,,
1227,Wiley the Wildcat,678,,,,,0,C:\MHOF\NAIA\Red River\wiley.jpg,,1,,6,8,1,,,,
1228,Brutus,679,,,,,0,C:\MHOF\NAIA\North Star\brutus.png,,1,,5,,1,,,,
1229,NO MASCOT,680,,,,,0,C:\MHOF\NAIA\North Star\trojans.png,,5,,,,1,,,,
1230,Buster,681,,,,,0,C:\MHOF\NAIA\North Star\buster.jpg,,1,,10,24,1,,,,
1231,Sir Jimmie,682,,,,,0,C:\MHOF\NAIA\North Star\jimmie.jpg,,3,,3,,1,,,,
1232,NO MASCOT,683,,,,,0,C:\MHOF\NAIA\North Star\comets.png,,5,,,,1,,,,
1233,Presentation College Saint,684,,,,,0,C:\MHOF\NAIA\North Star\presentation.jpg,,2,,2,,1,,,,
1234,Viktor the Viking,685,,,,,0,C:\MHOF\NAIA\North Star\vcsu.jpg,,3,,3,,1,,,,
1235,Vic the V-Hawk,686,,,,,0,C:\MHOF\NAIA\North Star\vic-mascot.jpg,,1,,10,24,1,,,,
1236,Warrick the Viking Warrior,687,,,,,0,C:\MHOF\NAIA\North Star\warrick.jpg,,3,,3,,1,,,,
1237,NO MASCOT,688,,,,,0,C:\MHOF\NAIA\California Pacific\pioneer.jpg,,5,,,,1,,,,
1238,Rico the Redhawk,689,,,,,0,C:\MHOF\NAIA\California Pacific\rico.jpg,,1,,10,24,1,,,,
1239,NO MASCOT,690,,,,,0,C:\MHOF\NAIA\California Pacific\keelhaulers.gif,,5,,,,1,,,,
1240,Rufus the Bobcat,691,,,,,0,C:\MHOF\NAIA\California Pacific\merced.jpg,,1,,6,4,1,,,,
1241,The Eagle,692,,,,,0,C:\MHOF\NAIA\California Pacific\erau.jpg,,1,,10,23,1,,,,
1242,Eko the Golden Eagle,693,,,,,0,C:\MHOF\NAIA\California Pacific\eko.jpg,,1,,10,23,1,,,,
1243,NO MASCOT,694,,,,,0,C:\MHOF\NAIA\California Pacific\Marymount.png,,5,,,,1,,,,
1244,Pioneer Pete,695,,,,,0,C:\MHOF\NAIA\California Pacific\pete.jpg,,3,,3,,1,,,,
1245,NO MASCOT,696,,,,,0,C:\MHOF\NAIA\California Pacific\Providence.jpg,,5,,,,1,,,,
1246,Eli the Eagle,697,,,,,0,C:\MHOF\NAIA\California Pacific\sierra.jpg,,1,,10,23,1,,,,
1247,Red the Redhawk,698,,,,,0,C:\MHOF\NAIA\California Pacific\simpson.jpg,,1,,10,24,1,,,,
1248,The Soka Lion,699,,,,,0,C:\MHOF\NAIA\California Pacific\soka.jpg,,1,,6,3,1,,,,
1249,Cadmar the Warrior,700,17-Jan-15,,,,0,C:\MHOF\NAIA\Cascade\corban.jpg,,3,,3,,1,,,,
1250,Monty the Mountaineer,701,,,,,0,C:\MHOF\NAIA\Cascade\monty.jpg,,3,,3,,1,,,,
1251,Speedy the Geoduck,702,,,,,0,C:\MHOF\NAIA\Cascade\geoduck.jpg,http://www.evergreen.edu/geoduck,1,,7,,1,,,,
1252,The Yote,703,,,,,0,C:\MHOF\NAIA\Cascade\yote.jpg,,1,,20,,1,,,,
1253,Mitch the Lion,704,,,,,0,C:\MHOF\NAIA\Cascade\Mitch.jpg,,1,,6,3,1,,,,
1254,Northwest Eagle,705,,,,,0,C:\MHOF\NAIA\Cascade\Northwest.jpg,,1,,10,23,1,,,,
1255,Mr. Beacon,706,,,,,0,C:\MHOF\NAIA\Cascade\beacon.jpg,,3,,3,,1,,,,
1256,Hootie,707,,,,,0,C:\MHOF\NAIA\Cascade\Hootie.jpg,,1,,10,41,1,,,,
1257,Rocky The Raider,708,,,,,0,C:\MHOF\NAIA\Cascade\rocky.jpg,,1,,10,,1,,,,
1258,Walla Wolf,709,,,,,0,C:\MHOF\NAIA\Cascade\walla.jpg,,1,,17,,1,,,,
1259,Knightro,710,,,,,0,C:\MHOF\NAIA\Cascade\warner.jpg,,3,,3,,1,,,,
